Disaster Subtype,Start Year,Disaster Type,Country,Subregion,Region,Location,Start Month,Start Day,End Year,End Month,End Day,Latitude,Longitude
riverine flood,2002,Flood,Burundi,Sub-Saharan Africa,africa,Bujumbura Mairie,5.0,6.0,2002,5.0,6.0,-3.3493959,29.3631843
riverine flood,2003,Flood,Kenya,Sub-Saharan Africa,africa,Kisumu,4.0,28.0,2003,5.0,20.0,-0.1029109,34.7541761
riverine flood,2003,Flood,Tunisia,Northern Africa,africa,Jendouba,1.0,14.0,2003,1.0,16.0,36.6779725,8.752647
riverine flood,2003,Flood,Kenya,Sub-Saharan Africa,africa,Rachuonyo,4.0,28.0,2003,5.0,20.0,-0.3795021,34.656712
riverine flood,2004,Flood,Kenya,Sub-Saharan Africa,africa,Tana River,4.0,9.0,2004,5.0,11.0,-1.5365119,39.5508374
riverine flood,2004,Flood,Guinea-Bissau,Sub-Saharan Africa,africa,Bafata,9.0,27.0,2004,9.0,28.0,12.1348511,-14.750361
riverine flood,2004,Flood,Zambia,Sub-Saharan Africa,africa,Chavuma,2.0,1.0,2004,6.0,2.0,-13.0815305,22.6901247
riverine flood,2005,Flood,Angola,Sub-Saharan Africa,africa,Bengo,1.0,27.0,2005,3.0,28.0,-8.3196672,13.8656195
riverine flood,2005,Flood,Mozambique,Sub-Saharan Africa,africa,Nhamatanda,12.0,22.0,2006,2.0,7.0,-19.3054169,34.2457548
riverine flood,2005,Flood,Senegal,Sub-Saharan Africa,africa,Pikine,8.0,20.0,2005,9.0,10.0,14.751544,-17.396413
riverine flood,2006,Flood,Angola,Sub-Saharan Africa,africa,Huila,1.0,14.0,2006,1.0,15.0,2.4738993,-75.5900113
riverine flood,2006,Flood,Democratic Republic of the Congo,Sub-Saharan Africa,africa,Matete,4.0,8.0,2006,4.0,27.0,-4.3889613,15.3512504
riverine flood,2006,Flood,Congo,Sub-Saharan Africa,africa,Yoro,11.0,4.0,2006,11.0,18.0,15.2994474,-87.2916981
riverine flood,2007,Flood,Benin,Sub-Saharan Africa,africa,Donga,7.0,21.0,2007,9.0,24.0,9.2679806,1.7170684
riverine flood,2007,Flood,Burundi,Sub-Saharan Africa,africa,Bujumbura Mairie,1.0,1.0,2007,1.0,17.0,-3.3493959,29.3631843
riverine flood,2007,Flood,Senegal,Sub-Saharan Africa,africa,Kaolack,8.0,9.0,2007,9.0,20.0,14.138815,-16.076391
riverine flood,2008,Flood,Ethiopia,Sub-Saharan Africa,africa,Somali province),11.0,16.0,2008,11.0,17.0,7.0658432,43.6268096
riverine flood,2008,Flood,Benin,Sub-Saharan Africa,africa,Tohoué,7.0,1.0,2008,7.0,8.0,6.4306558,2.6630653
riverine flood,2008,Flood,Uganda,Sub-Saharan Africa,africa,Kaabong,11.0,17.0,2008,11.0,17.0,3.6582061,34.2111234
riverine flood,2009,Flood,Mali,Sub-Saharan Africa,africa,Mopti,5.0,29.0,2009,9.0,4.0,14.514489,-3.6464581
riverine flood,2009,Flood,Benin,Sub-Saharan Africa,africa,Atlantique province),6.0,22.0,2009,7.0,3.0,33.7235609,-7.3388614
riverine flood,2009,Flood,Angola,Sub-Saharan Africa,africa,Terra Nova,12.0,10.0,2009,12.0,10.0,60.2246684,25.1272631
riverine flood,2010,Flood,Mali,Sub-Saharan Africa,africa,Mopti,10.0,4.0,2010,10.0,4.0,14.514489,-3.6464581
riverine flood,2010,Flood,Togo,Sub-Saharan Africa,africa,Centrale,6.0,5.0,2010,10.0,5.0,45.7292376,11.4815675
riverine flood,2010,Flood,Togo,Sub-Saharan Africa,africa,Djidjole,9.0,4.0,2010,10.0,4.0,6.2011277,1.1881595
riverine flood,2011,Flood,Zambia,Sub-Saharan Africa,africa,Kafue,3.0,14.0,2011,3.0,20.0,-14.3734594,27.1952118
riverine flood,2011,Flood,Mozambique,Sub-Saharan Africa,africa,Chokwe,3.0,14.0,2011,3.0,20.0,-16.4547758,35.0129933
riverine flood,2011,Flood,Namibia,Sub-Saharan Africa,africa,Ohangwena,3.0,1.0,2011,4.0,12.0,-17.5877369,16.7737955
riverine flood,2012,Flood,Burkina Faso,Sub-Saharan Africa,africa,Boucle Du Mouhoun,6.0,15.0,2012,9.0,5.0,12.4777805,-3.5879571
riverine flood,2012,Flood,Comoros,Sub-Saharan Africa,africa,Bambao,4.0,20.0,2012,4.0,28.0,-12.2022861,44.5166595
riverine flood,2012,Flood,Burkina Faso,Sub-Saharan Africa,africa,Nord,6.0,15.0,2012,9.0,5.0,50.5289615,3.0883508
riverine flood,2013,Flood,Zimbabwe,Sub-Saharan Africa,africa,Matabeleland North,1.0,10.0,2013,1.0,31.0,-18.9283715,27.4992231
riverine flood,2013,Flood,Ghana,Sub-Saharan Africa,africa,Yendi Municipal,3.0,3.0,2013,4.0,30.0,9.4739214,0.0227693
riverine flood,2013,Flood,Ghana,Sub-Saharan Africa,africa,Nanumba North,3.0,3.0,2013,4.0,30.0,8.9220096,-0.1386447
riverine flood,2014,Flood,Morocco,Northern Africa,africa,Oriental province),11.0,28.0,2014,11.0,30.0,37.9160365,46.6781589
riverine flood,2014,Flood,Niger,Sub-Saharan Africa,africa,Tillaberi,6.0,25.0,2014,10.0,3.0,14.429363,2.3433607
riverine flood,2014,Flood,Niger,Sub-Saharan Africa,africa,Dosso,6.0,25.0,2014,10.0,3.0,13.0496369,3.1944647
riverine flood,2015,Flood,Côte d’Ivoire,Sub-Saharan Africa,africa,Attecoube,6.0,7.0,2015,6.0,21.0,5.3481717,-4.034076
riverine flood,2015,Flood,Kenya,Sub-Saharan Africa,africa,Busia,12.0,1.0,2016,1.0,6.0,0.3917103,34.0160135
riverine flood,2015,Flood,Nigeria,Sub-Saharan Africa,africa,Ondo,9.0,5.0,2015,9.0,24.0,7.0209686,5.0567477
riverine flood,2016,Flood,Nigeria,Sub-Saharan Africa,africa,Ringim,9.0,1.0,2016,9.0,20.0,12.1658289,9.1100548
riverine flood,2016,Flood,Burkina Faso,Sub-Saharan Africa,africa,Kadiogo district,6.0,21.0,2016,7.0,16.0,9.4168077,-4.7851342
riverine flood,2016,Flood,Burkina Faso,Sub-Saharan Africa,africa,Nord,6.0,21.0,2016,7.0,16.0,50.5289615,3.0883508
riverine flood,2017,Flood,Côte d’Ivoire,Sub-Saharan Africa,africa,Abidjan (Abobo,6.0,10.0,2017,6.0,21.0,5.4263155,-4.0202247
riverine flood,2017,Flood,Côte d’Ivoire,Sub-Saharan Africa,africa,Koumassi,6.0,10.0,2017,6.0,21.0,5.2927045,-3.9585801
riverine flood,2017,Flood,Niger,Sub-Saharan Africa,africa,Zinder,6.0,13.0,2017,6.0,19.0,13.8063421,8.9891659
riverine flood,2018,Flood,Somalia,Sub-Saharan Africa,africa,Bakool,4.0,1.0,2018,5.0,31.0,3.9991789,43.9995531
riverine flood,2018,Flood,Somalia,Sub-Saharan Africa,africa,Hirshabelle,4.0,1.0,2018,5.0,31.0,3.78,45.6723945
riverine flood,2018,Flood,Somalia,Sub-Saharan Africa,africa,Gedo,4.0,1.0,2018,5.0,31.0,3.0,42.0
riverine flood,2019,Flood,Democratic Republic of the Congo,Sub-Saharan Africa,africa,Maniema,11.0,19.0,2019,11.0,26.0,-2.4956685,25.9520292
riverine flood,2019,Flood,Democratic Republic of the Congo,Sub-Saharan Africa,africa,Nord - Ubangi,11.0,19.0,2019,11.0,26.0,4.0175656,21.3779242
riverine flood,2019,Flood,Congo,Sub-Saharan Africa,africa,Cuvette,11.0,20.0,2019,11.0,25.0,-0.4936855,16.1602013
riverine flood,2020,Flood,Somalia,Sub-Saharan Africa,africa,Hirshabelle,6.0,15.0,2020,7.0,20.0,3.78,45.6723945
riverine flood,2020,Flood,Benin,Sub-Saharan Africa,africa,Kandi,10.0,1.0,2020,10.0,2.0,11.1311029,2.9322321
riverine flood,2020,Flood,Somalia,Sub-Saharan Africa,africa,South West,6.0,15.0,2020,7.0,20.0,5.3356587,100.2389496
severe weather,2009,Storm,Benin,Sub-Saharan Africa,africa,Collines province),5.0,6.0,2009,5.0,7.0,-68.5413291,78.2779618
severe weather,2009,Storm,Central African Republic,Sub-Saharan Africa,africa,Mboki,3.0,23.0,2009,4.0,7.0,2.5056482,16.0841517
severe weather,2009,Storm,Gambia,Sub-Saharan Africa,africa,Lower River,7.0,2.0,2009,7.0,2.0,13.3978304,-15.7263312
severe weather,2011,Storm,Central African Republic,Sub-Saharan Africa,africa,Pétévo,6.0,11.0,2011,6.0,19.0,4.3454013,18.5432165
severe weather,2011,Storm,South Africa,Sub-Saharan Africa,africa,KwaZulu-Natal province,12.0,31.0,2011,12.0,31.0,-29.4870163,30.2224876
severe weather,2011,Storm,Central African Republic,Sub-Saharan Africa,africa,Bogbaya,6.0,11.0,2011,6.0,19.0,4.4487119,18.7884559
severe weather,2017,Storm,Central African Republic,Sub-Saharan Africa,africa,Mingala,1.0,1.0,2017,4.0,3.0,5.101097,21.8057021
severe weather,2017,Storm,Rwanda,Sub-Saharan Africa,africa,Gatsibo district (Eastern Province),4.0,1.0,2017,4.0,1.0,-1.6674502,30.361037
severe weather,2017,Storm,Mauritania,Sub-Saharan Africa,africa,Kiffa,9.0,4.0,2017,9.0,4.0,16.6161559,-11.4002038
severe weather,2021,Storm,Gambia,Sub-Saharan Africa,africa,Central River Region,7.0,2.0,2021,7.0,8.0,13.5750738,-14.7797147
severe weather,2021,Storm,Gambia,Sub-Saharan Africa,africa,West Coast Region,7.0,2.0,2021,7.0,8.0,13.258513,-16.4997039
severe weather,2021,Storm,Gambia,Sub-Saharan Africa,africa,North Bank Region,7.0,2.0,2021,7.0,8.0,13.4731283,-16.1334359
severe weather,2023,Storm,South Africa,Sub-Saharan Africa,africa,Phoenix,6.0,27.0,2023,6.0,29.0,33.4484367,-112.074141
severe weather,2023,Storm,South Africa,Sub-Saharan Africa,africa,Inanda,6.0,27.0,2023,6.0,29.0,-26.1186111,28.0591667
severe weather,2023,Storm,South Africa,Sub-Saharan Africa,africa,Folweni,6.0,27.0,2023,6.0,29.0,-29.9894444,30.8233333
storm (general),2000,Storm,Nigeria,Sub-Saharan Africa,africa,Edo province),10.0,9.0,2000,10.0,9.0,-12.0848654,-76.9747377
storm (general),2000,Storm,Mozambique,Sub-Saharan Africa,africa,Zambezia,11.0,18.0,2000,11.0,18.0,-16.6460178,36.991932
storm (general),2000,Storm,Mozambique,Sub-Saharan Africa,africa,Pebane,11.0,26.0,2000,11.0,26.0,-17.2655997,38.1419334
storm (general),2001,Storm,Central African Republic,Sub-Saharan Africa,africa,Bangui district (Bangui province),3.0,1.0,2001,3.0,27.0,18.5332795,120.7619636
storm (general),2001,Storm,Lesotho,Sub-Saharan Africa,africa,Maseru province,12.0,19.0,2001,12.0,19.0,-25.874612,25.6417437
storm (general),2001,Storm,Lesotho,Sub-Saharan Africa,africa,Berea province,12.0,19.0,2001,12.0,19.0,-32.9902778,27.9172222
storm (general),2003,Storm,Algeria,Northern Africa,africa,Bejaia,1.0,31.0,2003,1.0,31.0,36.7511783,5.0643687
storm (general),2003,Storm,Gambia,Sub-Saharan Africa,africa,Mansajang Kunda,8.0,24.0,2003,8.0,24.0,13.295947,-14.209516
storm (general),2003,Storm,Algeria,Northern Africa,africa,Alger,1.0,31.0,2003,1.0,31.0,36.7729333,3.0588445
storm (general),2004,Storm,Egypt,Northern Africa,africa,Alexandria,1.0,22.0,2004,1.0,26.0,44.8349533,8.7450304
storm (general),2004,Storm,Egypt,Northern Africa,africa,Luxor,1.0,22.0,2004,1.0,26.0,25.702096,32.647186
storm (general),2004,Storm,Egypt,Northern Africa,africa,Fayoum,1.0,22.0,2004,1.0,26.0,29.340737,30.6201045
storm (general),2005,Storm,Algeria,Northern Africa,africa,Alger,2.0,25.0,2005,2.0,25.0,36.7729333,3.0588445
storm (general),2005,Storm,Eswatini,Sub-Saharan Africa,africa,Shiselweni,1.0,23.0,2005,1.0,23.0,-27.036022,31.3321298
storm (general),2005,Storm,Algeria,Northern Africa,africa,Annaba,2.0,25.0,2005,2.0,25.0,36.8982165,7.7549272
storm (general),2006,Storm,Burundi,Sub-Saharan Africa,africa,Bujumbura Rural province),1.0,31.0,2006,1.0,31.0,-3.4759817,29.4535702
storm (general),2006,Storm,Eswatini,Sub-Saharan Africa,africa,Mbabane,8.0,1.0,2006,8.0,3.0,-3.3638125,29.3675028
storm (general),2006,Storm,Eswatini,Sub-Saharan Africa,africa,Manzini province,8.0,1.0,2006,8.0,3.0,-25.1763889,31.1380556
storm (general),2009,Storm,United Republic of Tanzania,Sub-Saharan Africa,africa,Dodoma province),1.0,16.0,2009,1.0,16.0,-34.6473777,-58.7922845
storm (general),2009,Storm,Central African Republic,Sub-Saharan Africa,africa,Berbérati,1.0,17.0,2009,1.0,18.0,4.2593379,15.7877826
storm (general),2009,Storm,United Republic of Tanzania,Sub-Saharan Africa,africa,Chamwino district,1.0,16.0,2009,1.0,16.0,-6.1212687,36.01883
storm (general),2010,Storm,Egypt,Northern Africa,africa,Tanta,12.0,12.0,2010,12.0,12.0,-24.7761086,134.755
storm (general),2010,Storm,Egypt,Northern Africa,africa,Tanta 1,12.0,12.0,2010,12.0,12.0,30.795153,30.9843837
storm (general),2010,Storm,Gabon,Sub-Saharan Africa,africa,Ngounie province),12.0,15.0,2011,1.0,12.0,-1.5910727,10.978503
storm (general),2013,Storm,South Africa,Sub-Saharan Africa,africa,Hout Bay,6.0,1.0,2013,6.0,1.0,-34.043093,18.355645
storm (general),2013,Storm,South Africa,Sub-Saharan Africa,africa,Western Cape province),6.0,1.0,2013,6.0,1.0,-33.546977,20.72753
storm (general),2013,Storm,South Africa,Sub-Saharan Africa,africa,Gugulethu,6.0,1.0,2013,6.0,1.0,-27.2209073,31.6152371
storm (general),2017,Storm,Rwanda,Sub-Saharan Africa,africa,Rubavu,9.0,17.0,2017,9.0,17.0,-1.6416815,29.3335613
storm (general),2017,Storm,Rwanda,Sub-Saharan Africa,africa,Nyamasheke,9.0,17.0,2017,9.0,17.0,-2.3580197,29.1545909
storm (general),2017,Storm,Rwanda,Sub-Saharan Africa,africa,Ngoma,9.0,17.0,2017,9.0,17.0,-1.8136061,29.9868456
storm (general),2018,Storm,Guinea-Bissau,Sub-Saharan Africa,africa,Oio,6.0,27.0,2018,6.0,27.0,12.2876092,-15.3387658
storm (general),2018,Storm,Guinea-Bissau,Sub-Saharan Africa,africa,Militar,6.0,27.0,2018,6.0,27.0,45.3257205,14.796463
storm (general),2018,Storm,Guinea-Bissau,Sub-Saharan Africa,africa,Bubaque,6.0,27.0,2018,6.0,27.0,11.3000802,-15.8312425
storm (general),2021,Storm,United Republic of Tanzania,Sub-Saharan Africa,africa,Kilimanjaro,4.0,24.0,2021,4.0,26.0,-3.0786534,37.4198556
storm (general),2021,Storm,Malawi,Sub-Saharan Africa,africa,Zomba,7.0,12.0,2021,11.0,28.0,-15.3863208,35.3268273
storm (general),2021,Storm,Malawi,Sub-Saharan Africa,africa,Machinga,7.0,12.0,2021,11.0,28.0,-14.9027497,35.6025816
storm (general),2023,Storm,Libya,Northern Africa,africa,Bayada,9.0,10.0,2023,9.0,11.0,17.5436849,76.478797
storm (general),2023,Storm,Gabon,Sub-Saharan Africa,africa,Haut Ogoue,5.0,15.0,2023,5.0,15.0,-1.231544,13.8309713
storm (general),2023,Storm,Central African Republic,Sub-Saharan Africa,africa,Amameu,10.0,31.0,2023,11.0,1.0,6.5488288,21.969621
storm (general),2024,Storm,South Africa,Sub-Saharan Africa,africa,Cape Winelands,4.0,8.0,2024,4.0,8.0,-33.6357743,19.4574432
storm (general),2024,Storm,Botswana,Sub-Saharan Africa,africa,Francistown,11.0,25.0,2024,11.0,25.0,-21.16636,27.502515
storm (general),2024,Storm,Nigeria,Sub-Saharan Africa,africa,Nasarawa State,4.0,3.0,2024,4.0,3.0,8.4387868,8.2382849
storm (general),2025,Storm,Canary Islands,Northern Africa,africa,Lanzarote,4.0,12.0,2025,4.0,13.0,29.0397081,-13.6362916
storm (general),2025,Storm,Canary Islands,Northern Africa,africa,Teneriffe,4.0,12.0,2025,4.0,13.0,-27.4561795,153.0475748
storm (general),2025,Storm,Canary Islands,Northern Africa,africa,Fuerteventura,4.0,12.0,2025,4.0,13.0,28.4003769,-14.0048697
tropical cyclone,2000,Storm,Mozambique,Sub-Saharan Africa,africa,Angoche,4.0,2.0,2000,4.0,2.0,-16.0962442,39.7616724
tropical cyclone,2000,Storm,Mozambique,Sub-Saharan Africa,africa,Gaza,2.0,18.0,2000,2.0,23.0,-23.328398,32.8066057
tropical cyclone,2000,Storm,Madagascar,Sub-Saharan Africa,africa,Morondava,2.0,17.0,2000,3.0,11.0,-20.2951102,44.2786121
tropical cyclone,2002,Storm,Seychelles,Sub-Saharan Africa,africa,Ste Anne,9.0,5.0,2002,9.0,5.0,49.6711222,-96.6536701
tropical cyclone,2002,Storm,Seychelles,Sub-Saharan Africa,africa,Bel Air,9.0,5.0,2002,9.0,5.0,34.0827278,-118.4479802
tropical cyclone,2002,Storm,Seychelles,Sub-Saharan Africa,africa,Plaisance,9.0,5.0,2002,9.0,5.0,45.0534751,9.6947461
tropical cyclone,2003,Storm,Mozambique,Sub-Saharan Africa,africa,Inhambane,3.0,3.0,2003,3.0,3.0,-22.779116,34.5661741
tropical cyclone,2003,Storm,Madagascar,Sub-Saharan Africa,africa,Analanjirofo,1.0,29.0,2003,1.0,29.0,-17.0009915,49.1781884
tropical cyclone,2003,Storm,Zimbabwe,Sub-Saharan Africa,africa,Masvingo,3.0,7.0,2003,3.0,7.0,-20.7453957,31.334138
tropical cyclone,2004,Storm,Madagascar,Sub-Saharan Africa,africa,Mampikony,3.0,7.0,2004,3.0,12.0,-16.093117,47.642735
tropical cyclone,2004,Storm,Madagascar,Sub-Saharan Africa,africa,Ambilobe,3.0,7.0,2004,3.0,12.0,-13.194439,49.049956
tropical cyclone,2004,Storm,Madagascar,Sub-Saharan Africa,africa,Antananarivo I,1.0,26.0,2004,2.0,4.0,-21.743247,46.6145685
tropical cyclone,2007,Storm,Madagascar,Sub-Saharan Africa,africa,Mananjary,1.0,3.0,2007,1.0,3.0,-21.2385393,48.3463035
tropical cyclone,2007,Storm,Zimbabwe,Sub-Saharan Africa,africa,Vumba,2.0,27.0,2007,2.0,27.0,0.3616351,32.2688075
tropical cyclone,2007,Storm,Mauritius,Sub-Saharan Africa,africa,Flacq,2.0,25.0,2007,2.0,25.0,-20.2217312,57.7223251
tropical cyclone,2008,Storm,Madagascar,Sub-Saharan Africa,africa,Melaky,1.0,27.0,2008,1.0,27.0,-17.7541481,44.9790052
tropical cyclone,2008,Storm,Madagascar,Sub-Saharan Africa,africa,Alaotra Mangoro,2.0,17.0,2008,3.0,3.0,-18.0165539,48.371333
tropical cyclone,2008,Storm,Madagascar,Sub-Saharan Africa,africa,Bongolava,2.0,17.0,2008,3.0,3.0,-18.6122398,46.2984071
tropical cyclone,2009,Storm,Madagascar,Sub-Saharan Africa,africa,Menabe,1.0,19.0,2009,1.0,22.0,-20.0355933,45.1084888
tropical cyclone,2009,Storm,Madagascar,Sub-Saharan Africa,africa,Sofia,1.0,19.0,2009,1.0,22.0,42.6977028,23.3217359
tropical cyclone,2009,Storm,Madagascar,Sub-Saharan Africa,africa,Anosy,3.0,17.0,2009,3.0,27.0,-23.9408038,46.1469315
tropical cyclone,2011,Storm,Madagascar,Sub-Saharan Africa,africa,Morafenobe,2.0,14.0,2011,2.0,16.0,-17.8189515,44.9251181
tropical cyclone,2011,Storm,Madagascar,Sub-Saharan Africa,africa,Bekily,2.0,14.0,2011,2.0,16.0,-24.2220541,45.3189359
tropical cyclone,2011,Storm,Madagascar,Sub-Saharan Africa,africa,Vohipeno,2.0,14.0,2011,2.0,16.0,-22.3548744,47.8399542
tropical cyclone,2012,Storm,Madagascar,Sub-Saharan Africa,africa,Analamanga,2.0,26.0,2012,2.0,26.0,-18.6340317,47.4872346
tropical cyclone,2012,Storm,Madagascar,Sub-Saharan Africa,africa,Antananarivo II,2.0,14.0,2012,2.0,15.0,-18.9100122,47.5255809
tropical cyclone,2012,Storm,Mozambique,Sub-Saharan Africa,africa,Zambezia,1.0,18.0,2012,1.0,18.0,-16.6460178,36.991932
tropical cyclone,2013,Storm,Madagascar,Sub-Saharan Africa,africa,Menabe,2.0,22.0,2013,2.0,22.0,-20.0355933,45.1084888
tropical cyclone,2013,Storm,Madagascar,Sub-Saharan Africa,africa,Atsimo Atsinanana,1.0,30.0,2013,2.0,2.0,-23.2153105,47.2913342
tropical cyclone,2013,Storm,Seychelles,Sub-Saharan Africa,africa,Au Cap,2.0,7.0,2013,2.0,7.0,-4.7075642,55.512501
tropical cyclone,2014,Storm,Réunion,Sub-Saharan Africa,africa,Arrondissement du vent,1.0,2.0,2014,1.0,2.0,43.6728535,1.2850631
tropical cyclone,2014,Storm,Comoros,Sub-Saharan Africa,africa,Ngazidja,3.0,27.0,2014,3.0,29.0,-11.6525688,43.3309706
tropical cyclone,2014,Storm,Madagascar,Sub-Saharan Africa,africa,Diana,3.0,29.0,2014,4.0,1.0,-13.1088118,49.1389
tropical cyclone,2015,Storm,Somalia,Sub-Saharan Africa,africa,Bander,11.0,2.0,2015,11.0,2.0,57.4815453,18.3094132
tropical cyclone,2015,Storm,Madagascar,Sub-Saharan Africa,africa,Atsimo Andrefana,2.0,7.0,2015,2.0,8.0,-23.0906739,44.4192535
tropical cyclone,2015,Storm,Cabo Verde,Sub-Saharan Africa,africa,Boa Vista,8.0,31.0,2015,8.0,31.0,2.8208478,-60.6719582
tropical cyclone,2017,Storm,Mozambique,Sub-Saharan Africa,africa,Vilankulo,2.0,15.0,2017,2.0,15.0,-22.2986932,35.0366556
tropical cyclone,2017,Storm,Mozambique,Sub-Saharan Africa,africa,Homoine,2.0,15.0,2017,2.0,15.0,-23.9142795,35.0947803
tropical cyclone,2017,Storm,Zimbabwe,Sub-Saharan Africa,africa,Chegutu,1.0,1.0,2017,3.0,1.0,-18.1867654,30.39756
tropical cyclone,2018,Storm,Somalia,Sub-Saharan Africa,africa,Somaliland,5.0,21.0,2018,5.0,21.0,9.7277474,46.0099127
tropical cyclone,2018,Storm,Mauritius,Sub-Saharan Africa,africa,Rivière du Rempart,1.0,15.0,2018,1.0,21.0,-20.0669943,57.65063
tropical cyclone,2018,Storm,Madagascar,Sub-Saharan Africa,africa,Analanjirofo,3.0,14.0,2018,3.0,20.0,-17.0009915,49.1781884
tropical cyclone,2019,Storm,Zimbabwe,Sub-Saharan Africa,africa,Nyanga,3.0,14.0,2019,3.0,14.0,-3.0080415,10.9964746
tropical cyclone,2019,Storm,Zimbabwe,Sub-Saharan Africa,africa,Ngundu,3.0,14.0,2019,3.0,14.0,-20.8015291,30.8008761
tropical cyclone,2019,Storm,Madagascar,Sub-Saharan Africa,africa,Besalampy (Melaky),3.0,15.0,2019,3.0,15.0,-16.7484406,44.4908675
tropical cyclone,2020,Storm,Somalia,Sub-Saharan Africa,africa,Foocaar,11.0,22.0,2020,11.0,23.0,10.3141182,50.8972064
tropical cyclone,2020,Storm,Somalia,Sub-Saharan Africa,africa,Puntland state),11.0,22.0,2020,11.0,23.0,8.4098511,48.4691003
tropical cyclone,2020,Storm,Somalia,Sub-Saharan Africa,africa,Gumbax,11.0,22.0,2020,11.0,23.0,10.8836553,51.1138919
tropical cyclone,2021,Storm,Madagascar,Sub-Saharan Africa,africa,Antalaha,1.0,23.0,2021,1.0,23.0,-14.9012302,50.2810433
tropical cyclone,2021,Storm,Madagascar,Sub-Saharan Africa,africa,Maroantsetra,1.0,23.0,2021,1.0,23.0,-15.4348742,49.7422912
tropical cyclone,2021,Storm,South Africa,Sub-Saharan Africa,africa,Umkhanyakude,1.0,24.0,2021,1.0,24.0,-27.6622207,32.3027758
tropical cyclone,2022,Storm,Madagascar,Sub-Saharan Africa,africa,Morombe,4.0,26.0,2022,4.0,27.0,-21.7440435,43.3593054
tropical cyclone,2022,Storm,Mozambique,Sub-Saharan Africa,africa,Tete,2.0,18.0,2022,2.0,18.0,-15.5205193,32.7682742
tropical cyclone,2022,Storm,Malawi,Sub-Saharan Africa,africa,Phalombe,3.0,11.0,2022,3.0,14.0,-15.6922071,35.6650523
tropical cyclone,2023,Storm,Malawi,Sub-Saharan Africa,africa,Thyolo,3.0,11.0,2023,3.0,13.0,-16.1287747,35.1449132
tropical cyclone,2023,Storm,Mozambique,Sub-Saharan Africa,africa,Zambezia,2.0,24.0,2023,3.0,11.0,-16.6460178,36.991932
tropical cyclone,2023,Storm,Malawi,Sub-Saharan Africa,africa,Mulanje,3.0,11.0,2023,3.0,13.0,-15.91088,35.541255
tropical cyclone,2024,Storm,Mozambique,Sub-Saharan Africa,africa,Ancuabe,12.0,13.0,2024,12.0,16.0,-12.9437776,39.7441693
tropical cyclone,2024,Storm,Mozambique,Sub-Saharan Africa,africa,Nacala Velha,12.0,13.0,2024,12.0,16.0,-14.5346272,40.6187897
tropical cyclone,2024,Storm,Mozambique,Sub-Saharan Africa,africa,Marrupa,12.0,13.0,2024,12.0,16.0,-13.0396984,37.3217801
tropical cyclone,2025,Storm,Madagascar,Sub-Saharan Africa,africa,Vohémar,1.0,11.0,2025,1.0,12.0,-13.3721237,50.0000818
tropical cyclone,2025,Storm,Malawi,Sub-Saharan Africa,africa,Nsanje,3.0,11.0,2025,3.0,11.0,-16.7199917,35.1011088
tropical cyclone,2025,Storm,Madagascar,Sub-Saharan Africa,africa,Belo sur Tsiribihina,2.0,27.0,2025,3.0,2.0,-19.6898203,44.5448105
wildfire (general),2021,Wildfire,Algeria,Northern Africa,africa,Tizi-Ouzou,8.0,9.0,2021,8.0,16.0,36.6816175,4.237186
wildfire (general),2021,Wildfire,Algeria,Northern Africa,africa,Bouira,8.0,9.0,2021,8.0,16.0,36.2316481,3.9082579
wildfire (general),2021,Wildfire,Algeria,Northern Africa,africa,Bejaïa,8.0,9.0,2021,8.0,16.0,36.7511783,5.0643687
wildfire (general),2023,Wildfire,Algeria,Northern Africa,africa,Bouira,7.0,23.0,2023,7.0,24.0,36.2316481,3.9082579
wildfire (general),2023,Wildfire,Algeria,Northern Africa,africa,Tizi Ouzou,7.0,23.0,2023,7.0,24.0,36.6816175,4.237186
wildfire (general),2023,Wildfire,Algeria,Northern Africa,africa,Béjaïa,7.0,23.0,2023,7.0,24.0,36.7511783,5.0643687
wildfire (general),2025,Wildfire,Sierra Leone,Sub-Saharan Africa,africa,Freetown,1.0,11.0,2025,4.0,11.0,8.479004,-13.26795
wildfire (general),2025,Wildfire,Sierra Leone,Sub-Saharan Africa,africa,Kpetema,1.0,11.0,2025,4.0,11.0,7.8543731,-11.7551463
wildfire (general),2025,Wildfire,Sierra Leone,Sub-Saharan Africa,africa,Bo,1.0,11.0,2025,4.0,11.0,-17.0568696,-64.9912286
